date,platform,vehicle_model,impressions,clicks,cost_brl,leads
2026-08-29,Meta Ads,Yamaha NMAX 160,1061,60,194.5,5
2026-08-29,Meta Ads,Yamaha Crosser 150,6309,167,322.14,20
2026-08-29,Meta Ads,Yamaha Fazer 250,4190,317,556.39,47
2026-08-29,Google Ads,Yamaha MT-07,9511,217,372.14,23
2026-08-29,Google Ads,Yamaha NMAX 160,5666,292,1137.12,37
2026-08-29,Google Ads,Yamaha Crosser 150,4248,190,816.64,26
2026-08-29,Google Ads,Yamaha Fazer 250,7125,440,1803.34,34
2026-08-30,Meta Ads,Yamaha MT-07,2733,54,199.14,5
2026-08-30,Meta Ads,Yamaha NMAX 160,8209,578,1094.68,80
2026-08-30,Meta Ads,Yamaha Crosser 150,1345,88,273.09,7
2026-08-30,Meta Ads,Yamaha Fazer 250,7589,428,1752.71,59
2026-08-30,Google Ads,Yamaha MT-07,1733,62,93.65,9
2026-08-30,Google Ads,Yamaha NMAX 160,4414,162,275.06,9
2026-08-30,Google Ads,Yamaha Crosser 150,7229,347,908.96,38
2026-08-30,Google Ads,Yamaha Fazer 250,4248,296,1308.74,26
